X,Y,LAT,LONG,FC,DSG,SORT_NAME_,FULL_NAME_,FULL_NAM_1,SORT_NAM_1,FULL_NAM_2,FULL_NAM_3,NOTE,ADM1_1,ADM2,ADM3,NO_ADM4,ID_ADM4,NOM_ADM4,ADM4,bbox
-73.102778,19.873056,19.873056,-73.102778,P,PPL,ZEBREAFLECHE,Zèbre à Flèche,Zebre a Fleche,ZEBREAFLECHE,Zèbre à Flèche,Zebre a Fleche,,Nord-Ouest,Môle Saint Nicolas,JEAN RABEL,2,934-02,2ème Guinaudée,GUINAUDEE,"(4:-73.16504709434776,19.73625758861698,-73.05912668934508,...)"
-72.245833,18.583333,18.583333,-72.245833,P,PPL,DUVAL,Duval,Duval,DUVAL,Duval,Duval,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,1,131-03,1ère Petit Bois,PETIT BOIS,"(4:-72.28479840262401,18.4990108491715,-72.17107775393504,...)"
-72.754444,18.251389,18.251389,-72.754444,P,PPL,LANEAU,Laneau,Laneau,LANEAU,Laneau,Laneau,,Sud-Est,Jacmel,LA VALLEE,3,214-01,11 ème La Vallée,LA VALLEE,"(4:-72.78269231170066,18.18946702838082,-72.63033955422691,...)"
-72.754444,18.251389,18.251389,-72.754444,P,PPL,CALANEAU,Ca Laneau,Ca Laneau,CALANEAU,Ca Laneau,Ca Laneau,,Sud-Est,Jacmel,LA VALLEE,3,214-01,11 ème La Vallée,LA VALLEE,"(4:-72.78269231170066,18.18946702838082,-72.63033955422691,...)"
-72.791944,18.199444,18.199444,-72.791944,P,PPL,GORI,Gori,Gori,GORI,Gori,Gori,,Sud-Est,Bainet,BAINET,5,221-04,5ème Bas de Grandou,BAS GRANDOU,"(4:-72.82815101765522,18.17510652714469,-72.7467161239498,...)"
-72.239722,18.540556,18.540556,-72.239722,P,PPL,TORCELLE,Torcelle,Torcelle,TORCELLE,Torcelle,Torcelle,,Ouest,Port-au-Prince,DELMAS,5,112-05,5ème Saint Martin,ST. MARTIN,"(4:-72.33735467507802,18.52395364324622,-72.23768940833935,...)"
-73.053611,19.700833,19.700833,-73.053611,P,PPL,NANSCEAU,Nan Sceau,Nan Sceau,NANSCEAU,Nan Sceau,Nan Sceau,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-73.053611,19.700833,19.700833,-73.053611,P,PPL,NANSAUT,Nan Saut,Nan Saut,NANSAUT,Nan Saut,Nan Saut,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-73.183333,18.9,18.9,-73.183333,P,PPL,NANTERRETISTE,Nanterretiste,Nanterretiste,NANTERRETISTE,Nanterretiste,Nanterretiste,,Ouest,La Gonave,POINTE A RAQUETTE,7,152-03,8ème Trou Louis,GRAND VIDE,"(4:-73.21590679666116,18.80436448123601,-73.10651633506069,...)"
-72.366667,19.383333,19.383333,-72.366667,P,PPL,NANSOURCE,Nan Source,Nan Source,NANSOURCE,Nan Source,Nan Source,,Artibonite,Marmelade,SAINT-MICHEL,2,551-02,2ème Camathe,CAMATHE,"(4:-72.41352883788539,19.37855709033761,-72.32069193008834,...)"
-72.59,18.201944,18.201944,-72.59,P,PPL,TIPLACEBELOT,Ti Place Bélot,Ti Place Belot,TIPLACEBELOT,Ti Place Bélot,Ti Place Belot,,Sud-Est,Jacmel,JACMEL,13,211-12,13ème La Montagne,LA MONTAGNE,"(4:-72.65317129681773,18.17127809610741,-72.54125392013214,...)"
-73.1875,19.878611,19.878611,-73.1875,P,PPL,LASOURCE,La Source,La Source,LASOURCE,La Source,La Source,,Nord-Ouest,Môle Saint Nicolas,JEAN RABEL,2,934-03,3ème Vielle Hatte,GUINAUDEE,"(4:-73.19818380493848,19.69627968036315,-73.06546170899054,...)"
-72.616667,19.133333,19.133333,-72.616667,P,PPL,DESSAULIER,Dessaulier,Dessaulier,DESSAULIER,Dessaulier,Dessaulier,,Artibonite,Saint-Marc,SAINT-MARC,4,531-04,4ème Lalouère,LALOUERE,"(4:-72.69183163891887,19.04113873236679,-72.54733506116401,...)"
-71.733333,19.4,19.4,-71.733333,P,PPL,SAINTSIMON,Saint Simon,Saint Simon,SAINTSIMON,Saint Simon,Saint Simon,,Nord-Est,Ouanaminte,CAPOTILLE,5,422-02,6ème Lamine,LAMINE,"(4:-71.75282601291002,19.38231151076775,-71.69458794967397,...)"
-73.637222,18.376111,18.376111,-73.637222,P,PPL,MANOU,Manou,Manou,MANOU,Manou,Manou,,Sud,Aquin,CAVAILLON,4,733-04,4ème Mare Henry,MARE HENRY,"(4:-73.65626393473264,18.36587512803487,-73.53860792021919,...)"
-72.25,18.733333,18.733333,-72.25,P,PPL,MANOAILLES,Manoailles,Manoailles,MANOAILLES,Manoailles,Manoailles,,Ouest,Croix des Bouquets,CROIX-DES-BOUQUES,2,131-09,2ème Crochus,CROCHUS,"(4:-72.28820669738104,18.65031599988367,-72.22152652003274,...)"
-71.95,18.7,18.7,-71.95,P,PPL,MANNEUILLE,Manneuille,Manneuille,MANNEUILLE,Manneuille,Manneuille,,Ouest,Croix des Bouquets,CORNILLON / GRD BOIS,2,134-02,2ème Plaine Céleste,PLAINE CELESTE,"(4:-71.99904119399577,18.63481046293271,-71.89815675592939,...)"
-72.033333,18.433333,18.433333,-72.033333,P,PPL,SAINTEROSE,Sainte-Rose,Sainte-Rose,SAINTEROSE,Sainte-Rose,Sainte-Rose,,Ouest,Croix des Bouquets,GANTHIER,6,133-05,6ème Mare Roseaux,MARE ROSEAUX,"(4:-72.12105429432006,18.41242332937333,-72.00535235192933,...)"
-72.731944,18.297222,18.297222,-72.731944,P,PPL,SAINTELOI,Saint-Éloi,Saint-Eloi,SAINTELOI,Saint-Éloi,Saint-Eloi,,Sud-Est,Jacmel,LA VALLEE,3,214-01,11 ème La Vallée,LA VALLEE,"(4:-72.78269231170066,18.18946702838082,-72.63033955422691,...)"
-73.233333,18.283333,18.283333,-73.233333,P,PPL,PATOILAIS,Patoilais,Patoilais,PATOILAIS,Patoilais,Patoilais,,Sud,Aquin,AQUIN,6,731-06,6ème La Colline,LA COLLINE,"(4:-73.28442036970415,18.2731304520089,-73.16300947160966,...)"
-72.383333,19.35,19.35,-72.383333,P,PPL,NANLARNE,Nan Larne,Nan Larne,NANLARNE,Nan Larne,Nan Larne,,Artibonite,Marmelade,SAINT-MICHEL,1,551-01,1ère Platana,PLATANA,"(4:-72.46475466859295,19.29820011144614,-72.33162136213599,...)"
-72.613611,18.350833,18.350833,-72.613611,P,PPL,VIEUXCAILLE,Vieux Caille,Vieux Caille,VIEUXCAILLE,Vieux Caille,Vieux Caille,,Ouest,Léogâne,LEOGANE,13,121-11,13ème Petit Harpon,PETIT HARPON,"(4:-72.64074674726442,18.3227868578274,-72.58389849362044,...)"
-71.783333,19.45,19.45,-71.783333,P,PPL,LARODE,Larode,Larode,LARODE,Larode,Larode,,Nord-Est,Ouanaminte,OUANAMINTHE,5,421-04,5ème Gens de Nantes,GENS DE NANTES,"(4:-71.8080293157002,19.40267044058851,-71.73612039903702,...)"
-72.883333,18.433333,18.433333,-72.883333,P,PPL,BARRAGE,Barrage,Barrage,BARRAGE,Barrage,Barrage,,,,,,,,,
-73.616667,18.083333,18.083333,-73.616667,P,PPL,BOUTTE,Boutte,Boutte,BOUTTE,Boutte,Boutte,,Sud,Cayes,ILE A VACHE,1,716-01,Ile à Vache,ILE A VACHE,"(4:-73.70819385815986,18.05604887335699,-73.5712994627998,...)"
-72.55,18.316667,18.316667,-72.55,P,PPL,BOUTAILLE,Boutaille,Boutaille,BOUTAILLE,Boutaille,Boutaille,,Sud-Est,Jacmel,JACMEL,6,211-06,6ème Montagne La Voute,MONTAGNE LA VOUTE,"(4:-72.57027294264202,18.23114428927767,-72.48180107605867,...)"
-72.116667,18.666667,18.666667,-72.116667,P,PPL,BASSOLE,Bas Solé,Bas Sole,BASSOLE,Bas Solé,Bas Sole,,Ouest,Croix des Bouquets,THOMAZEAU,1,132-01,1ère Grande Plaine,GRANDE PLAINE,"(4:-72.20430223655882,18.58906846243974,-71.99589483397926,...)"
-72.183333,18.25,18.25,-72.183333,P,PPL,BASSINPIAN,Bassin Pian,Bassin Pian,BASSINPIAN,Bassin Pian,Bassin Pian,,Sud-Est,Belle Anse,BELLE ANSE,1,231-01,1ère Bais d'Orange,BAIS D'ORANGE,"(4:-72.25427187714524,18.22093943200935,-72.14396033799903,...)"
-72.280556,18.981389,18.981389,-72.280556,P,PPL,DUROCHER,Durocher,Durocher,DUROCHER,Durocher,Durocher,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,4,542-04,4ème Savane à Roche,SAVANE A ROCHE,"(4:-72.39201780367853,18.91425031280187,-72.22494552841323,...)"
-72.1275,19.720278,19.720278,-72.1275,P,PPL,DURO,Duro,Duro,DURO,Duro,Duro,,Nord,Cap Haïtien,LIMONADE,1,313-01,1ère Basse Plaine,BASSE PLAINE,"(4:-72.1491952727435,19.66597594663278,-72.03611242594752,...)"
-72.0,18.766667,18.766667,-72,P,PPL,DESPINOS,Despinos,Despinos,DESPINOS,Despinos,Despinos,,Centre,Mirebalais,MIREBALAIS,5,621-03,5ème Gascogne,GASCOGNE,"(4:-72.0911894828082,18.71869757043669,-71.971083203327,18.81749268913649)"
-72.983333,18.816667,18.816667,-72.983333,P,PPL,BOISBRULE,Bois Brûlé,Bois Brule,BOISBRULE,Bois Brûlé,Bois Brule,,Ouest,La Gonave,ANSE-A-GALET,3,151-03,3ème Grande Source,GRANDE SOURCE,"(4:-72.99736973272684,18.74205316272344,-72.94096216756981,...)"
-74.083333,18.266667,18.266667,-74.083333,P,PPL,FLIPO,Flipo,Flipo,FLIPO,Flipo,Flipo,,Sud,Coteaux,PORT-A-PIMENT,1,742-01,1ère Paricot,PARICOT,"(4:-74.1062091120607,18.23285608134324,-74.01793654693392,...)"
-74.083333,18.266667,18.266667,-74.083333,P,PPL,FRIPO,Fripo,Fripo,FRIPO,Fripo,Fripo,,Sud,Coteaux,PORT-A-PIMENT,1,742-01,1ère Paricot,PARICOT,"(4:-74.1062091120607,18.23285608134324,-74.01793654693392,...)"
-73.066667,18.266667,18.266667,-73.066667,P,PPL,MASCARY,Mascary,Mascary,MASCARY,Mascary,Mascary,,Sud,Aquin,AQUIN,11,731-09,11ème Frangipane,FRANGIPANE,"(4:-73.12419959293669,18.18152562800549,-73.00113784443585,...)"
-73.466667,18.333333,18.333333,-73.466667,P,PPL,LOUISDEPART,Louis Départ,Louis Depart,LOUISDEPART,Louis Départ,Louis Depart,,Sud,Aquin,ST. LOUIS DU SUD,7,732-07,7ème Cherette,CHERETTE,"(4:-73.53922183432002,18.28041229229359,-73.44163223613862,...)"
-71.8,18.833333,18.833333,-71.8,P,PPL,RIORIBE,Rioribe,Rioribe,RIORIBE,Rioribe,Rioribe,,Centre,Lascahobas,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.8,18.833333,18.833333,-71.8,P,PPL,RIARIBES,Riaribes,Riaribes,RIARIBES,Riaribes,Riaribes,,Centre,Lascahobas,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.7,19.133333,19.133333,-71.7,P,PPL,LOCARET,Locaret,Locaret,LOCARET,Locaret,Locaret,,Centre,Cerca La Source,CECA LA SOURCE,1,641-01,1er Acajou Bruler,ACAJOU BRULE No 1,"(4:-71.81182572727533,19.05361400997873,-71.64043749039769,...)"
-72.583333,18.283333,18.283333,-72.583333,P,PPL,PERDUBLEN,Perdu Blen,Perdu Blen,PERDUBLEN,Perdu Blen,Perdu Blen,,Sud-Est,Jacmel,JACMEL,9,211-09,9ème Haut Coq Chante,HAUT COQ CHANTE,"(4:-72.64857551564739,18.26731593658138,-72.56047119928627,...)"
-71.8,19.583333,19.583333,-71.8,P,PPL,CARREFOURDEPE,Carrefour Dépé,Carrefour Depe,CARREFOURDEPE,Carrefour Dépé,Carrefour Depe,,Nord-Est,Ouanaminte,OUANAMINTHE,1,421-01,1ère Haut Maribahoux,HAUT MARIBAHOUX,"(4:-71.82459339157163,19.52132878279724,-71.71194023815133,...)"
-72.766667,18.35,18.35,-72.766667,P,PPL,GRANDSCEAUX,Grand Sceaux,Grand Sceaux,GRANDSCEAUX,Grand Sceaux,Grand Sceaux,,Ouest,Léogâne,GRAND-GOAVE,2,123-02,2ème Tête à Boeuf,TETE A BOUF,"(4:-72.84941926368793,18.2818119422675,-72.76523041834895,18.3890766601599)"
-72.633333,19.316667,19.316667,-72.633333,P,PPL,GRANDRAC,Grand Rac,Grand Rac,GRANDRAC,Grand Rac,Grand Rac,,Artibonite,Gonaïves,L'ESTERE,1,513-01,2ème Pont l'Estère,PONT DE L'ESTERE,"(4:-72.72965056991774,19.29864772831019,-72.51039444494751,...)"
-73.168333,19.869722,19.869722,-73.168333,P,PPL,COLETTE,Colette,Colette,COLETTE,Colette,Colette,,Nord-Ouest,Môle Saint Nicolas,JEAN RABEL,2,934-03,3ème Vielle Hatte,GUINAUDEE,"(4:-73.19818380493848,19.69627968036315,-73.06546170899054,...)"
-72.366667,19.533333,19.533333,-72.366667,P,PPL,SATUE,Satue,Satue,SATUE,Satue,Satue,,Artibonite,Marmelade,MARMELADE,2,552-02,2ème Bassin,BASSIN,"(4:-72.4248647428135,19.51339689994711,-72.3577452934104,19.59183696670283)"
-72.616667,19.483333,19.483333,-72.616667,P,PPL,SARAZIN,Sarazin,Sarazin,SARAZIN,Sarazin,Sarazin,,Artibonite,Gonaïves,GONAIVES,3,511-02,3ème Rivière de Bayonnais,RIVIERE DE BAYONNAIS,"(4:-72.62910629681801,19.33663076220006,-72.45223149668607,...)"
-72.416667,19.416667,19.416667,-72.416667,P,PPL,MORNESALE,Morne Sale,Morne Sale,MORNESALE,Morne Sale,Morne Sale,,Artibonite,Gonaïves,ENNERY,1,512-01,1ère Savane Carrée,SAVANNE CARRE,"(4:-72.49334199403762,19.3971505799355,-72.35750898215366,...)"
-71.933333,18.783333,18.783333,-71.933333,P,PPL,MORNEPIERRE,Morne Pierre,Morne Pierre,MORNEPIERRE,Morne Pierre,Morne Pierre,,Centre,Lascahobas,LASCAHOBAS,2,631-02,2ème Juampas,JUAMPAS,"(4:-71.97649855016778,18.76604661086259,-71.85717527262057,...)"
-74.35,18.316667,18.316667,-74.35,P,PPL,TIMPE,Timpe,Timpe,TIMPE,Timpe,Timpe,,Sud,Chardonnières,TIBURON,1,753-01,1ère Blactote,BLACTOTE,"(4:-74.40185638556358,18.28984835691631,-74.28793246311255,...)"
-72.2,19.216667,19.216667,-72.2,P,PPL,SAVANELONGUE,Savane Longue,Savane Longue,SAVANELONGUE,Savane Longue,Savane Longue,,Centre,Hinche,MAISSADE,3,612-03,2ème Narang,HATTY,"(4:-72.24230939835991,19.17477780315323,-72.08194686055901,...)"
-72.95,18.8,18.8,-72.95,P,PPL,MARETERRENOIRE,Mare Terre Noire,Mare Terre Noire,MARETERRENOIRE,Mare Terre Noire,Mare Terre Noire,,Ouest,La Gonave,ANSE-A-GALET,2,151-02,2ème Petite Source,PETITE SOURCE,"(4:-72.98253414123747,18.74136882720978,-72.86296375517298,...)"
-72.7,19.583333,19.583333,-72.7,P,PPL,MAREROUGE,Mare Rouge,Mare Rouge,MAREROUGE,Mare Rouge,Mare Rouge,,Artibonite,Gonaïves,GONAIVES,6,511-05,6ème Bassin,BASSIN,"(4:-72.8050719543071,19.44476515778598,-72.63114951243989,...)"
-71.95,18.866667,18.866667,-71.95,P,PPL,PASSECAIMITTES,Passe Caïmittes,Passe Caimittes,PASSECAIMITTES,Passe Caïmittes,Passe Caimittes,,Centre,Lascahobas,LASCAHOBAS,3,631-03,3ème La Hoye,LA HOYE,"(4:-72.04007140437164,18.8509875952015,-71.88307350733635,...)"
-71.95,18.866667,18.866667,-71.95,P,PPL,PASSECAYEMITTES,Passe Cayemittes,Passe Cayemittes,PASSECAYEMITTES,Passe Cayemittes,Passe Cayemittes,,Centre,Lascahobas,LASCAHOBAS,3,631-03,3ème La Hoye,LA HOYE,"(4:-72.04007140437164,18.8509875952015,-71.88307350733635,...)"
-71.963889,18.796667,18.796667,-71.963889,P,PPL,POSTEDEFLANDE,Poste de Flande,Poste de Flande,POSTEDEFLANDE,Poste de Flande,Poste de Flande,,Centre,Lascahobas,LASCAHOBAS,2,631-02,2ème Juampas,JUAMPAS,"(4:-71.97649855016778,18.76604661086259,-71.85717527262057,...)"
-71.963889,18.796667,18.796667,-71.963889,P,PPL,FLANDE,Flandé,Flande,FLANDE,Flandé,Flande,,Centre,Lascahobas,LASCAHOBAS,2,631-02,2ème Juampas,JUAMPAS,"(4:-71.97649855016778,18.76604661086259,-71.85717527262057,...)"
-71.963889,18.796667,18.796667,-71.963889,P,PPL,CARREFOURFLANDE,Carrefour Flandé,Carrefour Flande,CARREFOURFLANDE,Carrefour Flandé,Carrefour Flande,,Centre,Lascahobas,LASCAHOBAS,2,631-02,2ème Juampas,JUAMPAS,"(4:-71.97649855016778,18.76604661086259,-71.85717527262057,...)"
-72.5,19.0,19,-72.5,P,PPL,CHAMPION,Champion,Champion,CHAMPION,Champion,Champion,,Artibonite,Saint-Marc,VERRETTES,5,532-05,5ème Bastien,BASTIEN,"(4:-72.58664060028332,18.97479873797153,-72.46193253036182,...)"
-72.616667,19.85,19.85,-72.616667,P,PPL,LACROIX,La Croix,La Croix,LACROIX,La Croix,La Croix,,Nord-Ouest,Saint Louis du Nord,SAINT LOUIS DU NORD,1,921-01,1ère Bas de Sainte Anne,RIVIERE DES NEGRES,"(4:-72.67911895737382,19.81160917932033,-72.5908758009773,...)"
-72.616667,19.85,19.85,-72.616667,P,PPL,LANOIX,Lanoix,Lanoix,LANOIX,Lanoix,Lanoix,,Nord-Ouest,Saint Louis du Nord,SAINT LOUIS DU NORD,1,921-01,1ère Bas de Sainte Anne,RIVIERE DES NEGRES,"(4:-72.67911895737382,19.81160917932033,-72.5908758009773,...)"
-72.933333,18.266667,18.266667,-72.933333,P,PPL,CASCOUR,Cascour,Cascour,CASCOUR,Cascour,Cascour,,Sud-Est,Bainet,COTE-DE-FER,5,222-05,5ème Boucan Bélier,BOUCAN BELIER,"(4:-72.95737071468659,18.25226972656679,-72.92742144244545,...)"
-73.183333,18.316667,18.316667,-73.183333,P,PPL,LAHATTE,La Hatte,La Hatte,LAHATTE,La Hatte,La Hatte,,Sud,Aquin,AQUIN,6,731-06,6ème La Colline,LA COLLINE,"(4:-73.28442036970415,18.2731304520089,-73.16300947160966,...)"
-72.55,19.216667,19.216667,-72.55,P,PPL,BERARD,Bérard,Berard,BERARD,Bérard,Berard,,Artibonite,Dessalines,DESSALINES / MARCHANDES,1,541-01,1ère Villars,VILLARS,"(4:-72.62906331282147,19.14920384598088,-72.54895434626593,...)"
-72.55,19.216667,19.216667,-72.55,P,PPL,BERRARD,Berrard,Berrard,BERRARD,Berrard,Berrard,,Artibonite,Dessalines,DESSALINES / MARCHANDES,1,541-01,1ère Villars,VILLARS,"(4:-72.62906331282147,19.14920384598088,-72.54895434626593,...)"
-72.816667,19.75,19.75,-72.816667,P,PPL,BENJAMIN,Benjamin,Benjamin,BENJAMIN,Benjamin,Benjamin,,Nord-Ouest,Port-de-Paix,BASSIN BLEU,2,913-02,2ème Carreau Datty,CARREAU DATTY,"(4:-72.92899223610266,19.73145455778177,-72.79076465696318,...)"
-72.65,19.833333,19.833333,-72.65,P,PPL,DOSPOSTE,Dos Poste,Dos Poste,DOSPOSTE,Dos Poste,Dos Poste,,Nord-Ouest,Saint Louis du Nord,SAINT LOUIS DU NORD,1,921-01,1ère Bas de Sainte Anne,RIVIERE DES NEGRES,"(4:-72.67911895737382,19.81160917932033,-72.5908758009773,...)"
-71.8,18.783333,18.783333,-71.8,P,PPL,DOSPARC,Dos Parc,Dos Parc,DOSPARC,Dos Parc,Dos Parc,,Centre,Lascahobas,SAVANETTE,2,633-02,2ème La Haye,LA HAYE,"(4:-71.87323883080722,18.68530138025466,-71.7287664160371,...)"
-72.118056,18.798333,18.798333,-72.118056,P,PPL,TROUCHOUCHOU,Trou Chouchou,Trou Chouchou,TROUCHOUCHOU,Trou Chouchou,Trou Chouchou,,Centre,Mirebalais,MIREBALAIS,3,621-01,3ème Grand Boucan,GRAND BOUCAN,"(4:-72.20114827817036,18.69524686315236,-72.10460012999187,...)"
-72.533333,18.333333,18.333333,-72.533333,P,PPL,SOURCEBLANCHE,Source Blanche,Source Blanche,SOURCEBLANCHE,Source Blanche,Source Blanche,,Sud-Est,Jacmel,JACMEL,6,211-06,6ème Montagne La Voute,MONTAGNE LA VOUTE,"(4:-72.57027294264202,18.23114428927767,-72.48180107605867,...)"
-72.016667,18.466667,18.466667,-72.016667,P,PPL,NANBAMBOU,Nan Bambou,Nan Bambou,NANBAMBOU,Nan Bambou,Nan Bambou,,Ouest,Croix des Bouquets,GANTHIER,5,133-04,5ème Pays Pourri,PAYS POURRI,"(4:-72.07745872913688,18.39202016010245,-71.95810925523779,...)"
-72.183333,19.466667,19.466667,-72.183333,P,PPL,MATHURIN,Mathurin,Mathurin,MATHURIN,Mathurin,Mathurin,,Nord,Saint Raphaël,ST. RAPHAEL,2,341-02,2ème Mathurin,MATHURIN,"(4:-72.21581264863465,19.38459382464544,-72.12721506941978,...)"
-72.283333,18.5,18.5,-72.283333,P,PPLX,TETEDELEAU,Tête de l’Eau,Tete de l'Eau,TETEDELEAU,Tête de l’Eau,Tete de l'Eau,,Ouest,Port-au-Prince,PETION-VILLE,1,114-01,1ère Montagne Noire,MONTAGNE NOIRE,"(4:-72.33869862464167,18.44478550604646,-72.19732129234359,...)"
-72.516111,18.991111,18.991111,-72.516111,P,PPL,FRANCOISMORTE,François Morte,Francois Morte,FRANCOISMORTE,François Morte,Francois Morte,,Artibonite,Saint-Marc,VERRETTES,5,532-05,5ème Bastien,BASTIEN,"(4:-72.58664060028332,18.97479873797153,-72.46193253036182,...)"
-72.516111,18.991111,18.991111,-72.516111,P,PPL,FRANCOISMORT,François Mort,Francois Mort,FRANCOISMORT,François Mort,Francois Mort,,Artibonite,Saint-Marc,VERRETTES,5,532-05,5ème Bastien,BASTIEN,"(4:-72.58664060028332,18.97479873797153,-72.46193253036182,...)"
-72.516111,18.991111,18.991111,-72.516111,P,PPL,FRANCOIS,Francois,Francois,FRANCOIS,Francois,Francois,,Artibonite,Saint-Marc,VERRETTES,5,532-05,5ème Bastien,BASTIEN,"(4:-72.58664060028332,18.97479873797153,-72.46193253036182,...)"
-72.254167,18.559722,18.559722,-72.254167,P,PPLX,CHATEAUBLOND,Château Blond,Chateau Blond,CHATEAUBLOND,Château Blond,Chateau Blond,,Ouest,Port-au-Prince,DELMAS,4,112-04,4ème Bellevue,BELLEVUE,"(4:-72.27477759520968,18.53948011011914,-72.22895098739798,...)"
-72.254167,18.559722,18.559722,-72.254167,P,PPLX,CHATEAUBLOND,Châteaublond,Chateaublond,CHATEAUBLOND,Châteaublond,Chateaublond,,Ouest,Port-au-Prince,DELMAS,4,112-04,4ème Bellevue,BELLEVUE,"(4:-72.27477759520968,18.53948011011914,-72.22895098739798,...)"
-73.916667,18.166667,18.166667,-73.916667,P,PPL,CHATEAU,Château,Chateau,CHATEAU,Château,Chateau,,Sud,Port-Salut,PORT-SALUT,2,721-02,2ème Anse à Drick,ANSE A DRICK,"(4:-73.94997791225069,18.1081707076122,-73.87976227960536,...)"
-72.566667,18.283333,18.283333,-72.566667,P,PPL,CHASIN,Chasin,Chasin,CHASIN,Chasin,Chasin,,Sud-Est,Jacmel,JACMEL,6,211-06,6ème Montagne La Voute,MONTAGNE LA VOUTE,"(4:-72.57027294264202,18.23114428927767,-72.48180107605867,...)"
-72.65,19.066667,19.066667,-72.65,P,PPL,CHARRETTE,Charrette,Charrette,CHARRETTE,Charrette,Charrette,,Artibonite,Saint-Marc,SAINT-MARC,6,531-06,6ème Charrette,CHARRETTE,"(4:-72.70579420813607,19.03776034636309,-72.63879751978953,...)"
-72.65,19.066667,19.066667,-72.65,P,PPL,CHARETTE,Charette,Charette,CHARETTE,Charette,Charette,,Artibonite,Saint-Marc,SAINT-MARC,6,531-06,6ème Charrette,CHARRETTE,"(4:-72.70579420813607,19.03776034636309,-72.63879751978953,...)"
-71.8,19.666667,19.666667,-71.8,P,PPL,ANGOT,Angot,Angot,ANGOT,Angot,Angot,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-01,1ère Dumas,DUMAS,"(4:-71.87209936998977,19.54195332288771,-71.78389258577408,...)"
-73.533333,18.25,18.25,-73.533333,P,PPL,ANGLADE,Anglade,Anglade,ANGLADE,Anglade,Anglade,,Sud,Aquin,ST. LOUIS DU SUD,3,732-03,3ème Grenodière,GRENODIERE,"(4:-73.54826657784014,18.23234701919972,-73.48510402403133,...)"
-72.6,19.533333,19.533333,-72.6,P,PPL,ANDRE,André,Andre,ANDRE,André,Andre,,Artibonite,Gonaïves,GONAIVES,4,511-03,4ème Poteaux,POTEAU,"(4:-72.65783927556197,19.48585145168329,-72.58066418620308,...)"
-72.433333,19.05,19.05,-72.433333,P,PPL,LABADY,Labady,Labady,LABADY,Labady,Labady,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,3,542-03,3ème Labady,LABADY,"(4:-72.49200931567725,19.03007511697325,-72.38351813475396,...)"
-73.316667,18.283333,18.283333,-73.316667,P,PPL,LABADI,Labadi,Labadi,LABADI,Labadi,Labadi,,Sud,Aquin,AQUIN,1,731-01,1ère Macéan,MACEAN,"(4:-73.39004728905098,18.21593104997811,-73.2679094626514,...)"
-72.213056,19.75,19.75,-72.213056,P,PPL,BARRIEREBOUTEILLE,Barrière Bouteille,Barriere Bouteille,BARRIEREBOUTEILLE,Barrière Bouteille,Barriere Bouteille,,Nord,Cap Haïtien,CAP HAITIEN,2,311-02,2ème Haut du Cap,HAUT DU CAP,"(4:-72.26875512774677,19.70812619426863,-72.19418556411233,...)"
-72.933333,18.35,18.35,-72.933333,P,PPL,DESBUREAUX,Desbureaux,Desbureaux,DESBUREAUX,Desbureaux,Desbureaux,,Ouest,Léogâne,PETIT-GOAVE,6,122-06,6ème Trou Canari,TROU CANARI,"(4:-72.9873475178735,18.29912064240386,-72.92711517382605,...)"
-72.583333,19.566667,19.566667,-72.583333,P,PPL,DERRIERSMORNE,Derriers Morne,Derriers Morne,DERRIERSMORNE,Derriers Morne,Derriers Morne,,Artibonite,Gonaïves,GONAIVES,5,511-04,5ème Labranle,LA BRANLE,"(4:-72.63209454612627,19.54337375619406,-72.53586027573101,...)"
-72.65,19.616667,19.616667,-72.65,P,PPL,DERRIERELETANG,Derrière l’Étang,Derriere l'Etang,DERRIERELETANG,Derrière l’Étang,Derriere l'Etang,,Artibonite,Gros Morne,GROS MORNE,8,521-08,8ème Ravine Gros Morne,RAVINE GROS MORNE,"(4:-72.71331627172839,19.59658247869862,-72.6175808471782,...)"
-72.333333,19.516667,19.516667,-72.333333,P,PPL,BONNEAU,Bonneau,Bonneau,BONNEAU,Bonneau,Bonneau,,Artibonite,Marmelade,MARMELADE,1,552-01,1ère Crête à Pins,CRETE A PINS,"(4:-72.38475419175239,19.46308126139127,-72.31866699678432,...)"
-72.95,18.333333,18.333333,-72.95,P,PPL,LEVEQUE,L’Évêque,L'Eveque,LEVEQUE,L’Évêque,L'Eveque,,Ouest,Léogâne,PETIT-GOAVE,6,122-06,6ème Trou Canari,TROU CANARI,"(4:-72.9873475178735,18.29912064240386,-72.92711517382605,...)"
