X,Y,LAT,LONG,FC,DSG,SORT_NAME_,FULL_NAME_,FULL_NAM_1,SORT_NAM_1,FULL_NAM_2,FULL_NAM_3,NOTE,ADM1_1,ADM2,ADM3,NO_ADM4,ID_ADM4,NOM_ADM4,ADM4,bbox
-72.05,19.15,19.15,-72.05,L,LCTY,NANROCHER,Nan Rocher,Nan Rocher,NANROCHER,Nan Rocher,Nan Rocher,,Centre,Hinche,HINCHE,1,611-01,1ère Juanaria,JUANARIA,"(4:-72.19051800020537,19.01590897721769,-71.99172612915737,...)"
-74.35,18.316667,18.316667,-74.35,L,LCTY,NANROCHE,Nan Roche,Nan Roche,NANROCHE,Nan Roche,Nan Roche,,Sud,Chardonnières,TIBURON,1,753-01,1ère Blactote,BLACTOTE,"(4:-74.40185638556358,18.28984835691631,-74.28793246311255,...)"
-71.833333,18.166667,18.166667,-71.833333,L,LCTY,RECIF,Récif,Recif,RECIF,Récif,Recif,,Sud-Est,Belle Anse,ANSE-A-PITRE,1,234-01,1ère Boucan Guillaume,BOUCAN GUILLAUME,"(4:-71.85445092936675,18.03161457305424,-71.73568347061553,...)"
-72.366667,19.65,19.65,-72.366667,L,LCTY,PHILOGENE,Philogene,Philogene,PHILOGENE,Philogene,Philogene,,Nord,Acul du Nord,ACUL DU NORD,5,321-05,1ère Coupe à David,COUP A DAVID,"(4:-72.3721109531578,19.62638879021068,-72.32268364063736,...)"
-71.75,19.55,19.55,-71.75,L,LCTY,MARQUIS,Marquis,Marquis,MARQUIS,Marquis,Marquis,,Nord-Est,Ouanaminte,OUANAMINTHE,1,421-01,1ère Haut Maribahoux,HAUT MARIBAHOUX,"(4:-71.82459339157163,19.52132878279724,-71.71194023815133,...)"
-72.9,19.833333,19.833333,-72.9,L,LCTY,SAVANEMARC,Savane Marc,Savane Marc,SAVANEMARC,Savane Marc,Savane Marc,,Nord-Ouest,Port-de-Paix,PORT DE PAIX,8,911-07,8ème Bas des Moustiques,BAS DES MOUSTIQUES,"(4:-73.0140613171759,19.7869181801301,-72.88459538486899,19.93207811940982)"
-72.9,19.833333,19.833333,-72.9,L,LCTY,SAVANEMARE,Savane Mare,Savane Mare,SAVANEMARE,Savane Mare,Savane Mare,,Nord-Ouest,Port-de-Paix,PORT DE PAIX,8,911-07,8ème Bas des Moustiques,BAS DES MOUSTIQUES,"(4:-73.0140613171759,19.7869181801301,-72.88459538486899,19.93207811940982)"
-71.866667,19.516667,19.516667,-71.866667,L,LCTY,SAVANEMANIGAT,Savane Manigat,Savane Manigat,SAVANEMANIGAT,Savane Manigat,Savane Manigat,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-72.383333,19.283333,19.283333,-72.383333,L,LCTY,SAVANELONGUE,Savane Longue,Savane Longue,SAVANELONGUE,Savane Longue,Savane Longue,,Artibonite,Marmelade,SAINT-MICHEL,6,551-06,6ème Lacedras,LACEDRAS,"(4:-72.40086043895792,19.22182766611405,-72.27426304540307,...)"
-72.083333,19.15,19.15,-72.083333,L,LCTY,SAVANELINE,Savane Line,Savane Line,SAVANELINE,Savane Line,Savane Line,,Centre,Hinche,HINCHE,1,611-01,1ère Juanaria,JUANARIA,"(4:-72.19051800020537,19.01590897721769,-71.99172612915737,...)"
-71.833333,19.533333,19.533333,-71.833333,L,LCTY,SAVANELETUF,Savane le Tuf,Savane le Tuf,SAVANELETUF,Savane le Tuf,Savane le Tuf,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-72.216667,18.666667,18.666667,-72.216667,L,LCTY,CORAILCESSELLES,Corail Cesselles,Corail Cesselles,CORAILCESSELLES,Corail Cesselles,Corail Cesselles,,Ouest,Croix des Bouquets,THOMAZEAU,1,132-03,1ère Crochus,CROCHUS,"(4:-72.24427003913087,18.64509855515433,-72.15559361815082,...)"
-72.816667,19.683333,19.683333,-72.816667,L,LCTY,LAPUCELLE,La Pucelle,La Pucelle,LAPUCELLE,La Pucelle,La Pucelle,,Artibonite,Gros Morne,TERRE NEUVE,3,522-03,3ème Lagon,LAGON,"(4:-72.8787213190335,19.63738613995855,-72.78475965163648,...)"
-71.966667,19.65,19.65,-71.966667,L,LCTY,LAPORTE,La Porte,La Porte,LAPORTE,La Porte,La Porte,,Nord-Est,Trou du Nord,TERRIER ROUGE,1,433-01,1ère Fond Blanc,FONDS BLANC,"(4:-71.99152893121504,19.6005404327949,-71.84568154027073,...)"
-73.85,18.316667,18.316667,-73.85,L,LCTY,LAPORTE,La Porte,La Porte,LAPORTE,La Porte,La Porte,,Sud,Cayes,CAMP PERRIN,1,714-01,1ère Lévy,LEVY MERSAN,"(4:-73.86890509099698,18.26541016884437,-73.81153710115615,...)"
-72.766667,19.25,19.25,-72.766667,L,LCTY,GRANDTROU,Grand Trou,Grand Trou,GRANDTROU,Grand Trou,Grand Trou,,Artibonite,Dessalines,GRANDE SALINE,2,543-01,1ère Poteneau,POTENEAU,"(4:-72.77949928676253,19.2202906006309,-72.62398485831443,...)"
-72.516667,18.833333,18.833333,-72.516667,L,LCTY,BOISBRULE,Bois Brûlé,Bois Brule,BOISBRULE,Bois Brûlé,Bois Brule,,Ouest,Arcahaie,ARCAHAIE,5,141-02,5ème Délices,DES DELICES,"(4:-72.52298020067559,18.78488054320269,-72.3603175226354,...)"
-72.216667,19.483333,19.483333,-72.216667,L,LCTY,BARON,Baron,Baron,BARON,Baron,Baron,,Nord,Saint Raphaël,ST. RAPHAEL,1,341-01,1ère Bois Neuf,BOIS NEUF,"(4:-72.25705812882944,19.41361804433745,-72.20062603286499,...)"
-72.266667,19.75,19.75,-72.266667,L,LCTY,CARRE,Carre,Carre,CARRE,Carre,Carre,,Nord,Acul du Nord,PLAINE DU NORD,1,322-01,1ère Morne rouge,MORNE ROUGE,"(4:-72.32001548972289,19.69557176282677,-72.24506830525792,...)"
-72.163889,19.688611,19.688611,-72.163889,L,LCTY,CARRE,Carre,Carre,CARRE,Carre,Carre,,Nord,Cap Haïtien,QUARTIER MORIN,2,312-02,3ème Morne Pelé,MORNE PELEE,"(4:-72.2070273649208,19.59615799779351,-72.14147726216578,...)"
-73.233333,18.933333,18.933333,-73.233333,L,LCTY,NANDUMAY,Nan Dumay,Nan Dumay,NANDUMAY,Nan Dumay,Nan Dumay,,Ouest,La Gonave,POINTE A RAQUETTE,5,152-01,6ème La Source,GROS MANGLE,"(4:-73.30113019240429,18.90788924699132,-73.14577718237092,...)"
-73.033333,18.266667,18.266667,-73.033333,L,LCTY,NANDITE,Nan Dite,Nan Dite,NANDITE,Nan Dite,Nan Dite,,Nippes,Miragoâne,MIRAGOANE,3,841-03,3e Dessources,DESSOURCES,"(4:-73.05233733759792,18.22137596472913,-72.99490406596971,...)"
-71.766667,19.216667,19.216667,-71.766667,L,LCTY,MEULEFILE,Meule File,Meule File,MEULEFILE,Meule File,Meule File,,Centre,Cerca La Source,CECA LA SOURCE,2,641-02,2ème Acajou Bruler,ACAJOU BRULE No 2,"(4:-71.88648740756764,19.14671329858004,-71.74541204423031,...)"
-72.3,19.583333,19.583333,-72.3,L,LCTY,PAPILLON,Papillon,Papillon,PAPILLON,Papillon,Papillon,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-74.316667,18.366667,18.366667,-74.316667,L,LCTY,PAPI,Papi,Papi,PAPI,Papi,Papi,,Grand-Anse,Anse D'Ainault,LES IROIS,5,823-01,5e Matador,MATADOR / JORGUE,"(4:-74.48037633100273,18.36078338874256,-74.29389918789707,...)"
-71.85,19.533333,19.533333,-71.85,L,LCTY,SAVANEDECLAY,Savane Declay,Savane Declay,SAVANEDECLAY,Savane Declay,Savane Declay,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-72.066667,19.383333,19.383333,-72.066667,L,LCTY,SAVANECOQ,Savane Coq,Savane Coq,SAVANECOQ,Savane Coq,Savane Coq,,Nord,Saint Raphaël,RANQUITTE,1,343-01,1ère Bac à Soude,BAC A SOUDE,"(4:-72.11494453506208,19.35976597741808,-72.05308420227396,...)"
-72.416667,19.8,19.8,-72.416667,L,LCTY,SAVANECOCO,Savane Coco,Savane Coco,SAVANECOCO,Savane Coco,Savane Coco,,Nord,Limbé,BAS LIMBE,2,362-02,2ème Petit Howars,PETIT HOVARA / LA FA,"(4:-72.42426073384564,19.73260851207334,-72.3539887218019,...)"
-71.8,19.183333,19.183333,-71.8,L,LCTY,RAVINEBLANC,Ravine Blanc,Ravine Blanc,RAVINEBLANC,Ravine Blanc,Ravine Blanc,,Centre,Cerca La Source,CECA LA SOURCE,2,641-02,2ème Acajou Bruler,ACAJOU BRULE No 2,"(4:-71.88648740756764,19.14671329858004,-71.74541204423031,...)"
-71.966667,19.283333,19.283333,-71.966667,L,LCTY,SAVANECAIMITES,Savane Caimites,Savane Caimites,SAVANECAIMITES,Savane Caimites,Savane Caimites,,Centre,Hinche,CERCA CARVAJAL,1,614-01,Rang,RANG,"(4:-72.03094800164882,19.18538757657558,-71.85390019084099,...)"
-71.966667,19.283333,19.283333,-71.966667,L,LCTY,SAVANECAIMITTES,Savane Caïmittes,Savane Caimittes,SAVANECAIMITTES,Savane Caïmittes,Savane Caimittes,,Centre,Hinche,CERCA CARVAJAL,1,614-01,Rang,RANG,"(4:-72.03094800164882,19.18538757657558,-71.85390019084099,...)"
-72.433333,19.166667,19.166667,-72.433333,L,LCTY,SAVANEBRULEE,Savane Brûlée,Savane Brulee,SAVANEBRULEE,Savane Brûlée,Savane Brulee,,Artibonite,Dessalines,DESSALINES / MARCHANDES,4,541-04,4ème Poste Pierrot,POSTE PIERROT,"(4:-72.51538464268697,19.13007510418288,-72.38898961727688,...)"
-72.433333,19.166667,19.166667,-72.433333,L,LCTY,SAVANEBRULE,Savane Brule,Savane Brule,BRULE SAVANE,"Brule, Savane","Brule, Savane",,Artibonite,Dessalines,DESSALINES / MARCHANDES,4,541-04,4ème Poste Pierrot,POSTE PIERROT,"(4:-72.51538464268697,19.13007510418288,-72.38898961727688,...)"
-72.533333,19.533333,19.533333,-72.533333,L,LCTY,SAVANEBROCA,Savane Broca,Savane Broca,SAVANEBROCA,Savane Broca,Savane Broca,,Artibonite,Gonaïves,ENNERY,3,512-03,3ème Chemin Neuf,CHEMIN NEUF,"(4:-72.58484178891729,19.49919747718201,-72.47109542231573,...)"
-71.983333,18.216667,18.216667,-71.983333,L,LCTY,PETRIER,Petrier,Petrier,PETRIER,Petrier,Petrier,,Sud-Est,Belle Anse,BELLE ANSE,7,231-07,7ème Mapou,MAPOU,"(4:-71.99340951343817,18.19507435259948,-71.91670709605546,...)"
-73.233333,18.216667,18.216667,-73.233333,L,LCTY,TIMILFACHE,Timil Fache,Timil Fache,TIMILFACHE,Timil Fache,Timil Fache,,Sud,Aquin,AQUIN,4,731-04,4ème Flamands,FLAMANT,"(4:-73.31157003083212,18.18897507224193,-73.10523515817584,...)"
-72.033333,19.35,19.35,-72.033333,L,LCTY,RAYMONDE,Raymonde,Raymonde,RAYMONDE,Raymonde,Raymonde,,Nord,Saint Raphaël,LA VICTOIRE,1,345-01,1ère La Victoire,LA VICTOIRE,"(4:-72.07980400634966,19.32383795196006,-71.97024848138216,...)"
-72.916667,18.85,18.85,-72.916667,L,LCTY,FREGATE,Frégate,Fregate,FREGATE,Frégate,Fregate,,Ouest,La Gonave,ANSE-A-GALET,2,151-02,2ème Petite Source,PETITE SOURCE,"(4:-72.98253414123747,18.74136882720978,-72.86296375517298,...)"
-71.933333,19.533333,19.533333,-71.933333,L,LCTY,BASDESPERCHES,Bas des Perches,Bas des Perches,BASDESPERCHES,Bas des Perches,Bas des Perches,,Nord-Est,Fort-Liberté,PERCHES,2,413-02,2ème Haut des Perches,HAUT DES PERCHES,"(4:-71.97751746495891,19.50445338771385,-71.89092192320805,...)"
-72.779722,19.491389,19.491389,-72.779722,L,LCTY,GRANDSAVANE,Grand Savane,Grand Savane,GRANDSAVANE,Grand Savane,Grand Savane,,Artibonite,Gonaïves,GONAIVES,6,511-05,6ème Bassin,BASSIN,"(4:-72.8050719543071,19.44476515778598,-72.63114951243989,...)"
-72.3,19.583333,19.583333,-72.3,L,LCTY,GRANDROIS,Grand Rois,Grand Rois,GRANDROIS,Grand Rois,Grand Rois,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-72.3,19.583333,19.583333,-72.3,L,LCTY,GRANDROI,Grand Roi,Grand Roi,GRANDROI,Grand Roi,Grand Roi,,Nord,Acul du Nord,ACUL DU NORD,3,321-03,3ème Mornet,MORNET,"(4:-72.31356214897386,19.55794128586183,-72.27024420000964,...)"
-72.566667,19.55,19.55,-72.566667,L,LCTY,GRANDRAC,Grand Rac,Grand Rac,GRANDRAC,Grand Rac,Grand Rac,,Artibonite,Gonaïves,ENNERY,3,512-03,3ème Chemin Neuf,CHEMIN NEUF,"(4:-72.58484178891729,19.49919747718201,-72.47109542231573,...)"
-74.05,18.266667,18.266667,-74.05,L,LCTY,CAROCHER,Ca Rocher,Ca Rocher,CAROCHER,Ca Rocher,Ca Rocher,,Sud,Coteaux,COTEAUX,6,741-03,6ème Quentin,QUANTIN,"(4:-74.07658673259147,18.22879860107474,-73.99375911638998,...)"
-71.816667,18.366667,18.366667,-71.816667,L,LCTY,BARASSA,Barassa,Barassa,BARASSA,Barassa,Barassa,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-73.266667,19.716667,19.716667,-73.266667,L,LCTY,NANRAQUETTE,Nan Raquette,Nan Raquette,NANRAQUETTE,Nan Raquette,Nan Raquette,,Nord-Ouest,Môle Saint Nicolas,BAIE DE HENNE,1,932-01,1ère Citerne Rémy,CITERNE REMY,"(4:-73.29560223605421,19.62888715541806,-73.2137629172247,...)"
-71.8,19.233333,19.233333,-71.8,L,LCTY,NANRAPHAEL,Nan Raphaël,Nan Raphael,NANRAPHAEL,Nan Raphaël,Nan Raphael,,Centre,Cerca La Source,CECA LA SOURCE,2,641-02,2ème Acajou Bruler,ACAJOU BRULE No 2,"(4:-71.88648740756764,19.14671329858004,-71.74541204423031,...)"
-71.733333,19.55,19.55,-71.733333,L,LCTY,PAPAJACQUES,Papa Jacques,Papa Jacques,PAPAJACQUES,Papa Jacques,Papa Jacques,,Nord-Est,Ouanaminte,OUANAMINTHE,1,421-01,1ère Haut Maribahoux,HAUT MARIBAHOUX,"(4:-71.82459339157163,19.52132878279724,-71.71194023815133,...)"
-72.516667,19.2,19.2,-72.516667,L,LCTY,TILETANG,Ti l’Étang,Ti l'Etang,TILETANG,Ti l’Étang,Ti l'Etang,,Artibonite,Dessalines,DESSALINES / MARCHANDES,3,541-03,3ème Ogé,OGE,"(4:-72.58272336479132,19.17582242326637,-72.4527948257205,...)"
-72.683333,19.666667,19.666667,-72.683333,L,LCTY,TIGUINEE,Ti Guinée,Ti Guinee,TIGUINEE,Ti Guinée,Ti Guinee,,Artibonite,Gros Morne,GROS MORNE,8,521-08,8ème Ravine Gros Morne,RAVINE GROS MORNE,"(4:-72.71331627172839,19.59658247869862,-72.6175808471782,...)"
-72.5,19.566667,19.566667,-72.5,L,LCTY,LETANG,L’Étang,L'Etang,LETANG,L’Étang,L'Etang,,Nord,Plaisance,PLAISANCE,8,371-08,8ème Grande Rivière,GRANDE RIVIERE,"(4:-72.52305004922022,19.52130839156916,-72.43930469735375,...)"
-72.533333,19.2,19.2,-72.533333,L,LCTY,LETANG,L’Étang,L'Etang,LETANG,L’Étang,L'Etang,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,"(4:-72.60016198998369,19.13918688676557,-72.49352986960764,...)"
-71.816667,18.333333,18.333333,-71.816667,L,LCTY,MARETABLIE,Mare Tablie,Mare Tablie,MARETABLIE,Mare Tablie,Mare Tablie,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-73.083333,18.216667,18.216667,-73.083333,L,LCTY,LEVEQUE,Lévêque,Leveque,LEVEQUE,Lévêque,Leveque,,Sud,Aquin,AQUIN,11,731-09,11ème Frangipane,FRANGIPANE,"(4:-73.12419959293669,18.18152562800549,-73.00113784443585,...)"
-72.916667,19.833333,19.833333,-72.916667,L,LCTY,TICOUSIN,Ti Cousin,Ti Cousin,TICOUSIN,Ti Cousin,Ti Cousin,,Nord-Ouest,Port-de-Paix,PORT DE PAIX,8,911-07,8ème Bas des Moustiques,BAS DES MOUSTIQUES,"(4:-73.0140613171759,19.7869181801301,-72.88459538486899,19.93207811940982)"
-72.566667,19.433333,19.433333,-72.566667,L,LCTY,TICOUPE,Ti Coupe,Ti Coupe,TICOUPE,Ti Coupe,Ti Coupe,,Artibonite,Gonaïves,GONAIVES,3,511-02,3ème Rivière de Bayonnais,RIVIERE DE BAYONNAIS,"(4:-72.62910629681801,19.33663076220006,-72.45223149668607,...)"
-72.366667,18.733333,18.733333,-72.366667,L,LCTY,TICHOULOUPE,Ti Chouloupe,Ti Chouloupe,TICHOULOUPE,Ti Chouloupe,Ti Chouloupe,,Ouest,Arcahaie,CABARET,9,142-04,9ème Source Matelas,SOURCE MATELAS,"(4:-72.40116762578515,18.68227675516829,-72.31187476900521,...)"
-72.7,19.383333,19.383333,-72.7,L,LCTY,BARTHOLD,Barthold,Barthold,BARTHOLD,Barthold,Barthold,,Artibonite,Gonaïves,L'ESTERE,1,513-01,2ème Pont l'Estère,PONT DE L'ESTERE,"(4:-72.72965056991774,19.29864772831019,-72.51039444494751,...)"
-73.140556,19.642222,19.642222,-73.140556,L,LCTY,DUNE,Dune,Dune,DUNE,Dune,Dune,,Nord-Ouest,Môle Saint Nicolas,BAIE DE HENNE,4,932-04,4ème Estère Dérée,L'ESTHERE DERE,"(4:-73.20829485662216,19.62246581614465,-73.11743412358578,...)"
-72.716667,19.7,19.7,-72.716667,L,LCTY,DUNCAN,Duncan,Duncan,DUNCAN,Duncan,Duncan,,Artibonite,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.716667,19.183333,19.183333,-72.716667,L,LCTY,COLMINI,Colmini,Colmini,COLMINI,Colmini,Colmini,,Artibonite,Saint-Marc,SAINT-MARC,5,531-05,5ème Bocozelle,BOCOZELLE,"(4:-72.79958323987449,19.1141519292683,-72.60046704092105,...)"
-72.383333,19.783333,19.783333,-72.383333,L,LCTY,BLAIN,Blain,Blain,BLAIN,Blain,Blain,,Nord,Limbé,BAS LIMBE,2,362-02,2ème Petit Howars,PETIT HOVARA / LA FA,"(4:-72.42426073384564,19.73260851207334,-72.3539887218019,...)"
-72.729722,18.187222,18.187222,-72.729722,L,LCTY,LERMITAGE,L’Ermitage,L'Ermitage,LERMITAGE,L’Ermitage,L'Ermitage,,Sud-Est,Bainet,BAINET,2,221-02,2ème Trou Mahot,TROU MAHOT,"(4:-72.7468115501128,18.17484983725035,-72.68429800464907,...)"
-71.783333,18.316667,18.316667,-71.783333,L,LCTY,LEREFUGE,Le Refuge,Le Refuge,LEREFUGE,Le Refuge,Le Refuge,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-72.0,18.433333,18.433333,-72,L,LCTY,MARECHEVAL,Mare Cheval,Mare Cheval,MARECHEVAL,Mare Cheval,Mare Cheval,,Ouest,Croix des Bouquets,GANTHIER,5,133-04,5ème Pays Pourri,PAYS POURRI,"(4:-72.07745872913688,18.39202016010245,-71.95810925523779,...)"
-72.916667,19.683333,19.683333,-72.916667,L,LCTY,ZORANGER,Zoranger,Zoranger,ZORANGER,Zoranger,Zoranger,,Artibonite,Gros Morne,ANSE ROUGE,1,523-01,1ère L'Arbre,PLAINE DE L'ARBRE,"(4:-73.13629059473499,19.59576969661435,-72.85041444716887,...)"
-72.5,19.816667,19.816667,-72.5,L,LCTY,ZOIZEAULAINE,Zoizeau Laine,Zoizeau Laine,ZOIZEAULAINE,Zoizeau Laine,Zoizeau Laine,,Nord,Borgne,BORGNE,7,351-07,7ème Fond Lagrange,COTE DE FER / FOND L,"(4:-72.5833399489793,19.79125498263153,-72.46400400088379,...)"
-71.666667,19.116667,19.116667,-71.666667,L,LCTY,PALOGRANDE,Palo Grande,Palo Grande,PALOGRANDE,Palo Grande,Palo Grande,,Centre,Cerca La Source,CECA LA SOURCE,1,641-01,1er Acajou Bruler,ACAJOU BRULE No 1,"(4:-71.81182572727533,19.05361400997873,-71.64043749039769,...)"
-73.3,19.7,19.7,-73.3,L,LCTY,SAVANEBEBE,Savane Bébé,Savane Bebe,SAVANEBEBE,Savane Bébé,Savane Bebe,,Nord-Ouest,Môle Saint Nicolas,BOMBARDOPOLIS,1,933-01,1ère Plate Forme,PLATE FORME,"(4:-73.37385301440492,19.6230704357522,-73.2699715271641,19.76330454986527)"
-71.8,19.416667,19.416667,-71.8,L,LCTY,SAVANEAUXPERES,Savane aux Pères,Savane aux Peres,SAVANEAUXPERES,Savane aux Pères,Savane aux Peres,,Nord-Est,Ouanaminte,MONT ORGANISE,2,423-02,2ème Bois Poux,BOIS POUX,"(4:-71.85970161573681,19.36822399244346,-71.78012658477394,...)"
-71.783333,19.5,19.5,-71.783333,L,LCTY,SAVANEAULAIT,Savane au Lait,Savane au Lait,SAVANEAULAIT,Savane au Lait,Savane au Lait,,Nord-Est,Ouanaminte,OUANAMINTHE,6,421-05,7ème Savanne Au Lait,SAVANE AU LAIT,"(4:-71.80527312295612,19.4500098870468,-71.75233299197384,...)"
-72.3,19.35,19.35,-72.3,L,LCTY,NANDEPOT,Nan Dépôt,Nan Depot,NANDEPOT,Nan Dépôt,Nan Depot,,Artibonite,Marmelade,SAINT-MICHEL,8,551-08,8ème l'Attalaye,L'ATTALAYE,"(4:-72.34079264836186,19.2611227137424,-72.20069731942561,...)"
-72.05,18.85,18.85,-72.05,L,LCTY,MICHEL,Michel,Michel,MICHEL,Michel,Michel,,Centre,Mirebalais,MIREBALAIS,6,621-04,6ème Sarazin,SARAZIN,"(4:-72.10297936730382,18.75278705787656,-71.93825263994722,...)"
-72.05,19.566667,19.566667,-72.05,L,LCTY,MEYOC,Méyoc,Meyoc,MEYOC,Méyoc,Meyoc,,Nord-Est,Trou du Nord,SAINTE SUZANE,4,432-04,4ème Sarazin,SARAZIN,"(4:-72.08952383855416,19.5528982907237,-72.04802750686378,...)"
-71.833333,18.383333,18.383333,-71.833333,L,LCTY,NANPLAISIR,Nan Plaisir,Nan Plaisir,NANPLAISIR,Nan Plaisir,Nan Plaisir,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-71.966667,19.633333,19.633333,-71.966667,L,LCTY,NANPERLE,Nan Perle,Nan Perle,NANPERLE,Nan Perle,Nan Perle,,Nord-Est,Trou du Nord,TERRIER ROUGE,1,433-01,1ère Fond Blanc,FONDS BLANC,"(4:-71.99152893121504,19.6005404327949,-71.84568154027073,...)"
-71.866667,18.433333,18.433333,-71.866667,L,LCTY,NANPERICHE,Nan Periche,Nan Periche,NANPERICHE,Nan Periche,Nan Periche,,Ouest,Croix des Bouquets,FONDS-VERRETTES,4,135-01,4ème Fonds-Verrettes,FONDS-VERRETTES,"(4:-71.96918963579293,18.27320250299329,-71.69524714913649,...)"
-72.736944,18.212778,18.212778,-72.736944,L,LCTY,NANPAUVREMOUNE,Nan Pauvre Moune,Nan Pauvre Moune,NANPAUVREMOUNE,Nan Pauvre Moune,Nan Pauvre Moune,,Sud-Est,Jacmel,LA VALLEE,3,214-01,11 ème La Vallée,LA VALLEE,"(4:-72.78269231170066,18.18946702838082,-72.63033955422691,...)"
-72.4,19.083333,19.083333,-72.4,L,LCTY,LESCAHOS,Les Cahos,Les Cahos,LESCAHOS,Les Cahos,Les Cahos,,Artibonite,Dessalines,PETITE RIVIERE DE L'ARTI,3,542-03,3ème Labady,LABADY,"(4:-72.49200931567725,19.03007511697325,-72.38351813475396,...)"
-72.25,19.55,19.55,-72.25,L,LCTY,RAMIE,Ramie,Ramie,RAMIE,Ramie,Ramie,,Nord,Saint Raphaël,DONDON,1,342-01,1ère Brostage,BROTAGE,"(4:-72.27173256630476,19.52514247574481,-72.21374709295384,...)"
-72.116667,19.0,19,-72.116667,L,LCTY,BOURGOUGNON,Bourgougnon,Bourgougnon,BOURGOUGNON,Bourgougnon,Bourgougnon,,Centre,Mirebalais,BOUCAN CARRE,3,623-03,3ème des Bayes,DES BAYES,"(4:-72.15725860589981,18.8380083573,-71.99675915710924,19.02772880284215)"
-72.016667,19.1,19.1,-72.016667,L,LCTY,SAPATERRE,Sapaterre,Sapaterre,SAPATERRE,Sapaterre,Sapaterre,,Centre,Hinche,HINCHE,2,611-02,2ème Marmont,MARMONT,"(4:-72.04947442520438,19.01698524087635,-71.89814311771056,...)"
-72.128333,19.6925,19.6925,-72.128333,L,LCTY,WALSH,Walsh,Walsh,WALSH,Walsh,Walsh,,Nord,Cap Haïtien,LIMONADE,1,313-01,1ère Basse Plaine,BASSE PLAINE,"(4:-72.1491952727435,19.66597594663278,-72.03611242594752,...)"
-72.783333,19.833333,19.833333,-72.783333,L,LCTY,TIBOUCAN,Ti Boucan,Ti Boucan,TIBOUCAN,Ti Boucan,Ti Boucan,,Nord-Ouest,Port-de-Paix,PORT DE PAIX,5,911-04,5ème Source Beauvoir,SOURCE BEAUVOIR,"(4:-72.85670128113907,19.81753972977486,-72.77170734921464,...)"
-71.85,18.266667,18.266667,-71.85,L,LCTY,TIBOISPIN,Ti Bois Pin,Ti Bois Pin,TIBOISPIN,Ti Bois Pin,Ti Bois Pin,,Sud-Est,Belle Anse,THIOTTE,3,233-02,3ème Thiotte,THIOTTE,"(4:-71.88771841217482,18.2150704581353,-71.78029776083287,...)"
-71.85,19.433333,19.433333,-71.85,L,LCTY,SALNAVE,Salnave,Salnave,SALNAVE,Salnave,Salnave,,Nord-Est,Fort-Liberté,FORT LIBERTE,1,411-03,1ère L'Oiseau,LOISEAU,"(4:-71.8956519443816,19.42404068682839,-71.82069974080025,...)"
-72.983333,18.266667,18.266667,-72.983333,L,LCTY,LANDRIN,Landrin,Landrin,LANDRIN,Landrin,Landrin,,Sud-Est,Bainet,COTE-DE-FER,6,222-06,6ème Jamais Vu,JAMAIS VU,"(4:-73.01559756787333,18.17678115922331,-72.94673783228495,...)"
-72.533333,19.266667,19.266667,-72.533333,L,LCTY,FOURNEAU,Fourneau,Fourneau,FOURNEAU,Fourneau,Fourneau,,Artibonite,Dessalines,DESSALINES / MARCHANDES,3,541-03,3ème Ogé,OGE,"(4:-72.58272336479132,19.17582242326637,-72.4527948257205,...)"
-73.633333,18.283333,18.283333,-73.633333,L,LCTY,FOURNEAU,Fourneau,Fourneau,FOURNEAU,Fourneau,Fourneau,,Sud,Aquin,CAVAILLON,1,733-01,1ère Boileau,BOILEAU,"(4:-73.68838081682111,18.20985684811524,-73.55440862725618,...)"
