X,Y,GC_NOM_D_O,TYPE,ID_ADM1,ADM1,ID_ADM2,ADM2,ID_ADM3,NOM_ADM3,ADM3,NO_ADM4,ID_ADM4,NOM_ADM4,ADM4,Shape_Le_1,Shape_Ar_1,bbox
-72.781980721132499,19.584379741559999,Dolan,lieudit secondaire1,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,1,522-01,1ère Dolan,DOLAND,0.517182160000000,0.007744730000000,"(4:-72.8454206800202,19.51324543073218,-72.71207053622612,...)"
-72.757883898692896,19.546960982977598,Bois D'Huis,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,1,522-01,1ère Dolan,DOLAND,0.517182160000000,0.007744730000000,"(4:-72.8454206800202,19.51324543073218,-72.71207053622612,...)"
-72.762972510785701,19.611736964063802,Ca Lanmac,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,1,522-01,1ère Dolan,DOLAND,0.517182160000000,0.007744730000000,"(4:-72.8454206800202,19.51324543073218,-72.71207053622612,...)"
-72.754955582562800,19.605658169464501,La Fortune,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,1,522-01,1ère Dolan,DOLAND,0.517182160000000,0.007744730000000,"(4:-72.8454206800202,19.51324543073218,-72.71207053622612,...)"
-72.808706268502505,19.547377215511499,Platon Dumé,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,1,522-01,1ère Dolan,DOLAND,0.517182160000000,0.007744730000000,"(4:-72.8454206800202,19.51324543073218,-72.71207053622612,...)"
-72.784057505609397,19.655332545026202,Opet,lieudit secondaire1,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.763561481562704,19.638044783742298,Ti Fond,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.765352565756103,19.644317025536800,Cammon,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.771499757218507,19.663062008549101,Faguet,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.722950578078496,19.647695700403201,Moulin,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.755800647635496,19.632655522184500,Méron,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,7,521-07,7ème Moulin,MOULIN,0.325528490000000,0.005278660000000,"(4:-72.80210107090755,19.61556416785226,-72.6926112737911,...)"
-72.838844855195902,19.657724854728102,Vieux Camp,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,3,522-03,3ème Lagon,LAGON,0.346720540000000,0.003581500000000,"(4:-72.8787213190335,19.63738613995855,-72.78475965163648,...)"
-72.825193128533002,19.658354977754701,Nan Canot,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,3,522-03,3ème Lagon,LAGON,0.346720540000000,0.003581500000000,"(4:-72.8787213190335,19.63738613995855,-72.78475965163648,...)"
-72.826869375974894,19.682526895366301,Lagon,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,3,522-03,3ème Lagon,LAGON,0.346720540000000,0.003581500000000,"(4:-72.8787213190335,19.63738613995855,-72.78475965163648,...)"
-72.793583624817302,19.676087582608002,Merci,lieudit secondaire2,5,Artibonite,52,Gros Morne,522,Terre Neuve,TERRE NEUVE,3,522-03,3ème Lagon,LAGON,0.346720540000000,0.003581500000000,"(4:-72.8787213190335,19.63738613995855,-72.78475965163648,...)"
-72.770346705979094,19.738029158932498,Mayo,lieudit autre,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.731674693335094,19.727455308558699,Chaise,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.734483611490802,19.746041613028201,Ti Davis,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.772081953319500,19.760070041101500,Jolivert,lieudit autre,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.717557711707997,19.683861724530701,Lacorne,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.791490891196005,19.697973114091599,Viard,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.783439322866002,19.714799388484600,Souqui,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.753804494135494,19.727977970641000,Chaise,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-72.772306650500198,19.752133978165102,Corose,lieudit secondaire2,5,Artibonite,52,Gros Morne,521,Gros Morne,GROS MORNE,6,521-06,6ème Savane Carrée,SAVANE CAREE,0.421553820000000,0.009298540000000,"(4:-72.83280684565926,19.6690875523488,-72.7055360496488,19.78885081781118)"
-71.859670954424800,18.793360415576601,Dos Bois Rouge,lieudit secondaire1,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.859817938199200,18.846658946036101,Mésidor,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.861190997958900,18.865088355224302,Lucas,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.887876524741600,18.848023966129102,Colora,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.870415364405403,18.853445337857700,Colora,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.881484339237304,18.831180447329999,Poulie,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.819025673285196,18.835332601845899,Cérécit,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.833139616855405,18.821807136720100,Figuier,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.825753540128801,18.823902055348601,Basse,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.813663277374005,18.792914278682598,Moléon,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.813296206892005,18.824962155868000,Lorandou,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.851649758883497,18.816921262479099,Gaby,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-71.836415004963399,18.830149516259102,Ca Pente,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,3,632-03,3ème Riaribes,RIARIBES,0.372453730000000,0.005708210000000,"(4:-71.89635742925179,18.77993253266044,-71.78434003986081,...)"
-74.165389574053805,18.322387799500401,Boco,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,1,752-01,1ère Vérone,VERONE,0.222766400000000,0.001980510000000,"(4:-74.21085989736622,18.29715565880679,-74.12484804530089,...)"
-74.197980800579600,18.301578171974899,Nan Casse,lieudit secondaire1,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,1,752-01,1ère Vérone,VERONE,0.222766400000000,0.001980510000000,"(4:-74.21085989736622,18.29715565880679,-74.12484804530089,...)"
-74.163463211584599,18.329419673206299,Jambon,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,1,752-01,1ère Vérone,VERONE,0.222766400000000,0.001980510000000,"(4:-74.21085989736622,18.29715565880679,-74.12484804530089,...)"
-74.141843822938199,18.322861771836902,Bon Pas,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,1,752-01,1ère Vérone,VERONE,0.222766400000000,0.001980510000000,"(4:-74.21085989736622,18.29715565880679,-74.12484804530089,...)"
-74.182657861628499,18.316633249748801,Cannette,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,1,752-01,1ère Vérone,VERONE,0.222766400000000,0.001980510000000,"(4:-74.21085989736622,18.29715565880679,-74.12484804530089,...)"
-74.160426053990903,18.372407205353099,Bacilier,lieudit secondaire1,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-74.155166699399402,18.348343987263899,Délabré,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-74.139834393065200,18.369432309114799,Mahotière Piment,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-74.173582855119406,18.354570309473701,Véronne,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-74.173238679850996,18.331414419563700,Anglais,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-74.127235482366800,18.358249790256998,Bois Délaï,lieudit secondaire2,7,Sud,75,Chardonnières,752,Les Anglais,LES ANGLAIS,2,752-02,2ème Edelin,EDELIN,0.286736460000000,0.003860180000000,"(4:-74.18469450824483,18.32856978996398,-74.10619293415641,...)"
-73.464996242605807,18.435937570114501,Maincon,lieudit secondaire1,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.492691002024500,18.434460819966599,Lièvre,lieudit secondaire1,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.457773668023904,18.444336390349701,Tomarin,lieudit secondaire1,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.465588600588006,18.387267000802499,La Croix,lieudit secondaire1,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.489527896219798,18.426999233397400,Pini,lieudit secondaire2,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.481695069619605,18.409100174142299,Minnon,lieudit secondaire2,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-73.496362661548105,18.387774793865798,Jeanty,lieudit secondaire2,8,Nippes,85,Anse à Veau,853,Petit Trou de Nippes,PETIT TROU DE NIPPES,3,853-03,3e Liève,LIEVE,0.270287040000000,0.003435170000000,"(4:-73.51094505287176,18.37833955442704,-73.44206644321162,...)"
-72.308576638576696,18.598022158331101,Blanchard,lieudit secondaire2,1,Ouest,11,Port-au-Prince,112,Delmas,DELMAS,2,112-02,2ème Varreux,VARREUX,0.109372000000000,0.000612160000000,"(4:-72.32153404086313,18.58034335236397,-72.28479840262401,...)"
-72.953198933760007,18.820939509778800,Grande Source,lieudit secondaire1,1,Ouest,15,La Gonave,151,Anse à Galets,ANSE-A-GALET,3,151-03,3ème Grande Source,GRANDE SOURCE,0.325075490000000,0.003822340000000,"(4:-72.99736973272684,18.74205316272344,-72.94096216756981,...)"
-72.952390470849394,18.807796167898399,Nan Plume,lieudit secondaire2,1,Ouest,15,La Gonave,151,Anse à Galets,ANSE-A-GALET,3,151-03,3ème Grande Source,GRANDE SOURCE,0.325075490000000,0.003822340000000,"(4:-72.99736973272684,18.74205316272344,-72.94096216756981,...)"
-72.954841265185394,18.831815598994201,Nan Risque,lieudit secondaire2,1,Ouest,15,La Gonave,151,Anse à Galets,ANSE-A-GALET,3,151-03,3ème Grande Source,GRANDE SOURCE,0.325075490000000,0.003822340000000,"(4:-72.99736973272684,18.74205316272344,-72.94096216756981,...)"
-72.983907448139206,18.807326442833599,Nan Café,lieudit secondaire2,1,Ouest,15,La Gonave,151,Anse à Galets,ANSE-A-GALET,3,151-03,3ème Grande Source,GRANDE SOURCE,0.325075490000000,0.003822340000000,"(4:-72.99736973272684,18.74205316272344,-72.94096216756981,...)"
-72.365811205873399,18.484171052242601,Posy,lieudit secondaire2,1,Ouest,11,Port-au-Prince,113,Carrefour,CARREFOUR,17,113-08,17ème Procy,PROCY,0.210078620000000,0.001490920000000,"(4:-72.40704928819395,18.43513613572424,-72.34948972297218,...)"
-72.820522047470106,19.944148478475501,Petit Etang,cotier,9,Nord-Ouest,91,Port-de-Paix,911,Port-de-Paix,PORT DE PAIX,3,911-03,3ème Aubert,AUBERT,0.252936200000000,0.001845410000000,"(4:-72.86633715263736,19.896054710057,-72.78837246481726,19.95123273290449)"
-72.816733983064395,19.912599172709001,Polvo,lieudit secondaire2,9,Nord-Ouest,91,Port-de-Paix,911,Port-de-Paix,PORT DE PAIX,3,911-03,3ème Aubert,AUBERT,0.252936200000000,0.001845410000000,"(4:-72.86633715263736,19.896054710057,-72.78837246481726,19.95123273290449)"
-71.738577477770704,18.787229935806501,Riché,lieudit autre,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.742168598778093,18.882555972582100,Desmornes,lieudit secondaire1,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.776481231034893,18.869425180660102,Camaron,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.807846182379294,18.890520205684101,Loba,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.764560189609597,18.896188983558499,La Lone,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.787232261924103,18.874476608998400,Bofoncy,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.819540221333298,18.867874012957000,La Bohan,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.757434778316707,18.896859006295202,Déjoie,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.812953175298205,18.872725929692901,La Hague,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.776004618478296,18.855182130180999,Roy,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.823372866114795,18.865764070619100,La Bohan,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.822988778738093,18.848407941589802,La Roche,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.758949904737804,18.855093380226300,Mireau,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.764215784253906,18.832149613483800,Rambal,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.753960199773104,18.823197500260001,Ti Tihit,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.767694167500906,18.852970860614999,Dos Paul,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.807386716487699,18.908231706022899,Batier,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.767525976125896,18.774040491945300,Tessaye,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-71.799815714974997,18.829488125223200,Rioribe,lieudit secondaire2,6,Centre,63,Lascahobas,632,Belladères,BELLADERE,1,632-01,1ère Renth Mathe,RENTHE MATHE,0.513990050000000,0.011326500000000,"(4:-71.8282685817295,18.76353186090682,-71.72081806929833,...)"
-72.658431434236505,19.862783422219700,Mola,lieudit secondaire2,9,Nord-Ouest,92,Saint Louis du Nord,922,Anse à Foleur,ANSE A FOLEUR,2,922-02,2ème Mayance,MAYANCE,0.218144660000000,0.002136450000000,"(4:-72.67109290831092,19.85178833336505,-72.60120723512563,...)"
-72.604356990262900,19.855833195995601,Marché,lieudit secondaire2,9,Nord-Ouest,92,Saint Louis du Nord,922,Anse à Foleur,ANSE A FOLEUR,2,922-02,2ème Mayance,MAYANCE,0.218144660000000,0.002136450000000,"(4:-72.67109290831092,19.85178833336505,-72.60120723512563,...)"
-72.604612619549002,19.852793257933399,Dity,lieudit secondaire2,9,Nord-Ouest,92,Saint Louis du Nord,922,Anse à Foleur,ANSE A FOLEUR,2,922-02,2ème Mayance,MAYANCE,0.218144660000000,0.002136450000000,"(4:-72.67109290831092,19.85178833336505,-72.60120723512563,...)"
-72.614457344976799,19.866543805589000,Litete,lieudit secondaire2,9,Nord-Ouest,92,Saint Louis du Nord,922,Anse à Foleur,ANSE A FOLEUR,2,922-02,2ème Mayance,MAYANCE,0.218144660000000,0.002136450000000,"(4:-72.67109290831092,19.85178833336505,-72.60120723512563,...)"
-72.494484008801905,19.133371950219001,Lucas,lieudit secondaire2,5,Artibonite,54,Dessalines,542,Petite Rivière de L'Artibonite,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,0.273930830000000,0.002836560000000,"(4:-72.51984740693212,19.11942910786718,-72.44259781233899,...)"
-72.488083805783106,19.160729035219500,Roy,lieudit secondaire2,5,Artibonite,54,Dessalines,542,Petite Rivière de L'Artibonite,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,0.273930830000000,0.002836560000000,"(4:-72.51984740693212,19.11942910786718,-72.44259781233899,...)"
-72.503729017163806,19.157384291418801,Bruneau,lieudit secondaire2,5,Artibonite,54,Dessalines,542,Petite Rivière de L'Artibonite,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,0.273930830000000,0.002836560000000,"(4:-72.51984740693212,19.11942910786718,-72.44259781233899,...)"
-72.497055025424501,19.127329243995501,L'Amour,lieudit secondaire2,5,Artibonite,54,Dessalines,542,Petite Rivière de L'Artibonite,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,0.273930830000000,0.002836560000000,"(4:-72.51984740693212,19.11942910786718,-72.44259781233899,...)"
-72.508289700825699,19.154276410179499,Ségur,lieudit secondaire2,5,Artibonite,54,Dessalines,542,Petite Rivière de L'Artibonite,PETITE RIVIERE DE L'ARTI,1,542-01,1ère Bas Coursin,BAS COURSIN,0.273930830000000,0.002836560000000,"(4:-72.51984740693212,19.11942910786718,-72.44259781233899,...)"
-72.400454927705397,19.665318404746799,Bertrand,lieudit secondaire2,3,Nord,36,Limbé,361,Limbé,LIMBE,4,361-02,4ème Chabotte,CHABOTTE,0.212941210000000,0.001932870000000,"(4:-72.46137743102349,19.65641467929419,-72.38881153802191,...)"
-72.401891047193502,19.660788135021399,Eloi,lieudit secondaire2,3,Nord,36,Limbé,361,Limbé,LIMBE,4,361-02,4ème Chabotte,CHABOTTE,0.212941210000000,0.001932870000000,"(4:-72.46137743102349,19.65641467929419,-72.38881153802191,...)"
-72.389491150920406,19.665430280842401,Enna,lieudit secondaire2,3,Nord,36,Limbé,361,Limbé,LIMBE,4,361-02,4ème Chabotte,CHABOTTE,0.212941210000000,0.001932870000000,"(4:-72.46137743102349,19.65641467929419,-72.38881153802191,...)"
-72.428045270270999,19.660288578804899,Bleu,lieudit secondaire2,3,Nord,36,Limbé,361,Limbé,LIMBE,4,361-02,4ème Chabotte,CHABOTTE,0.212941210000000,0.001932870000000,"(4:-72.46137743102349,19.65641467929419,-72.38881153802191,...)"
-72.588159626570203,19.223727368054298,Renard,lieudit secondaire1,5,Artibonite,54,Dessalines,541,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,0.425660490000000,0.005304060000000,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
-72.569768942508901,19.266571587525700,Fabias,lieudit secondaire1,5,Artibonite,54,Dessalines,541,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,0.425660490000000,0.005304060000000,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
-72.562970589767801,19.278067886415300,Décosse,lieudit secondaire1,5,Artibonite,54,Dessalines,541,Dessalines,DESSALINES / MARCHANDES,2,541-02,2ème Fossé Naboth,DUVALLON,0.425660490000000,0.005304060000000,"(4:-72.63566730170447,19.20450030684384,-72.54698423743247,...)"
